Date,State Senate District,Democrat Active,Republican Active,Libertarian Active,No Party Active,Other Active,Total Active,Democratic Inactive,Republican Inactive,Libertarian Inactive,No Party Inactive,Other Inactive,Total Inactive,Grand Total
November 2023,State Senator District 35,9022,11362,125,10137,31,30677,3894,3009,124,8682,59,15768,46445
November 2023,State Senator District 36,12473,8522,193,7411,38,28637,5266,2893,207,6892,64,15322,43959
November 2023,State Senator District 37,11907,9940,207,10357,41,32452,3733,2710,186,5925,47,12601,45053
November 2023,State Senator District 38,10389,11036,180,9744,44,31393,3779,2876,133,6404,45,13237,44630
November 2023,State Senator District 39,11675,5902,216,7562,64,25419,5861,2391,194,6685,86,15217,40636
November 2023,State Senator District 40,12147,9132,182,9346,63,30870,4366,2440,195,6318,61,13380,44250
November 2023,State Senator District 41,8852,10464,171,9432,35,28954,4432,2847,137,8071,53,15540,44494
November 2023,State Senator District 42,10078,13382,194,11873,24,35551,2726,2605,140,6463,27,11961,47512
November 2023,State Senator District 43,16109,6163,180,9687,36,32175,5265,2113,132,6127,51,13688,45863
November 2023,State Senator District 44,7158,13932,155,6709,36,27990,3147,4051,143,6728,45,14114,42104
November 2023,State Senator District 45,17819,3350,133,7105,69,28476,7787,2222,171,6820,68,17068,45544
November 2023,State Senator District 46,9605,13529,167,9758,35,33094,2836,3160,144,6526,33,12699,45793
November 2023,State Senator District 47,9895,13018,171,11541,39,34664,3698,3388,165,7462,38,14751,49415
November 2023,State Senator District 48,7062,12265,138,8130,30,27625,4174,3611,156,8129,59,16129,43754
November 2023,State Senator District 49,9419,6352,178,7847,44,23840,6857,2879,231,10082,80,20129,43969
November 2023,State Senator District 50,10326,8913,165,7819,26,27249,5170,3117,162,7943,56,16448,43697
December 2023,State Senator District 01,5943,7368,104,4695,28,18138,5515,3415,147,7340,56,16473,34611
December 2023,State Senator District 02,2990,22992,74,5161,14,31231,1716,5465,95,4328,32,11636,42867
December 2023,State Senator District 03,4613,16711,131,6282,35,27772,2935,4442,105,6097,37,13616,41388
December 2023,State Senator District 04,6878,13998,149,8165,26,29216,3080,3776,119,7099,59,14133,43349
December 2023,State Senator District 05,7519,16874,125,9718,28,34264,2624,3938,140,6944,22,13668,47932
December 2023,State Senator District 06,6424,15272,142,8768,25,30631,2721,3767,94,6428,37,13047,43678
December 2023,State Senator District 07,6185,15681,136,7505,30,29537,3081,4464,111,6392,46,14094,43631
December 2023,State Senator District 08,6794,19441,204,7321,35,33795,2516,5435,201,5614,55,13821,47616
December 2023,State Senator District 09,5208,17765,123,6986,24,30106,2166,4857,128,6820,38,14009,44115
December 2023,State Senator District 10,7006,8891,221,5915,66,22099,5200,4453,316,8142,115,18226,40325
December 2023,State Senator District 11,9693,14127,207,9904,38,33969,3027,3676,160,6427,38,13328,47297
December 2023,State Senator District 12,6520,15553,168,8765,27,31033,2419,3828,115,6276,39,12677,43710
December 2023,State Senator District 13,7373,11600,112,6967,23,26075,3609,3464,110,6469,50,13702,39777
December 2023,State Senator District 14,10958,12999,229,12301,28,36515,2844,3049,138,6194,25,12250,48765
December 2023,State Senator District 15,10462,4997,152,5636,41,21288,6316,2018,182,5968,64,14548,35836
December 2023,State Senator District 16,13779,10618,246,8746,41,33430,4016,2591,158,5289,52,12106,45536
December 2023,State Senator District 17,10578,3260,156,4754,52,18800,7947,2015,190,6305,87,16544,35344
December 2023,State Senator District 18,18414,5799,236,7157,59,31665,5872,2042,175,5062,53,13204,44869
December 2023,State Senator District 19,8010,15502,148,9101,26,32787,2847,3609,105,6459,28,13048,45835
December 2023,State Senator District 20,10753,9660,227,8160,36,28836,4217,2684,149,5876,50,12976,41812
December 2023,State Senator District 21,11406,13059,261,11372,35,36133,2933,3254,167,5349,43,11746,47879
December 2023,State Senator District 22,12716,12266,212,9365,45,34604,3447,2583,139,4639,31,10839,45443
December 2023,State Senator District 23,9835,14726,252,12017,35,36865,2523,2906,147,5343,25,10944,47809
December 2023,State Senator District 24,8906,13272,217,10164,41,32600,2916,3341,146,7216,33,13652,46252
December 2023,State Senator District 25,10893,5825,191,7908,51,24868,6479,3621,289,8266,79,18734,43602
December 2023,State Senator District 26,8123,11598,215,8707,30,28673,3682,2905,132,6611,54,13384,42057
December 2023,State Senator District 27,7732,14288,132,9183,32,31367,3700,3368,105,6711,27,13911,45278
December 2023,State Senator District 28,6314,15973,118,8525,17,30947,2300,3609,103,6109,42,12163,43110
December 2023,State Senator District 29,7923,13552,122,10827,26,32450,2510,2949,95,6829,27,12410,44860
December 2023,State Senator District 30,8952,12083,129,10419,25,31608,3178,2952,114,7662,57,13963,45571
December 2023,State Senator District 31,10074,6182,150,6474,33,22913,6809,2045,132,6659,68,15713,38626
December 2023,State Senator District 32,9194,13810,123,10534,25,33686,2613,2964,89,5921,38,11625,45311
December 2023,State Senator District 33,10272,13569,130,10439,15,34425,2619,2920,83,6321,27,11970,46395
December 2023,State Senator District 34,8050,12671,123,10791,23,31658,2269,2500,80,6452,29,11330,42988
December 2023,State Senator District 35,9050,11444,131,10345,33,31003,3827,2943,122,8521,58,15471,46474
December 2023,State Senator District 36,12543,8612,194,7667,42,29058,5146,2829,206,6759,63,15003,44061
December 2023,State Senator District 37,11916,9991,209,10507,41,32664,3693,2675,182,5876,46,12472,45136
December 2023,State Senator District 38,10417,11127,187,9940,45,31716,3717,2810,128,6270,45,12970,44686
December 2023,State Senator District 39,11685,5910,221,7721,68,25605,5814,2369,189,6609,86,15067,40672
December 2023,State Senator District 40,12168,9170,187,9473,63,31061,4327,2420,193,6263,61,13264,44325
December 2023,State Senator District 41,8899,10556,179,9688,34,29356,4361,2779,133,7926,52,15251,44607
December 2023,State Senator District 42,10119,13471,196,12129,25,35940,2669,2545,138,6314,26,11692,47632
December 2023,State Senator District 43,16174,6206,181,9910,37,32508,5198,2076,133,6053,51,13511,46019
December 2023,State Senator District 44,7166,14042,157,6916,37,28318,3111,3965,141,6615,44,13876,42194
December 2023,State Senator District 45,17960,3381,133,7260,74,28808,7672,2204,169,6755,67,16867,45675
December 2023,State Senator District 46,9639,13611,171,9940,35,33396,2788,3091,141,6418,33,12471,45867
December 2023,State Senator District 47,9919,13102,173,11722,42,34958,3661,3351,164,7400,38,14614,49572
December 2023,State Senator District 48,7096,12359,143,8298,32,27928,4110,3554,155,8025,58,15902,43830
December 2023,State Senator District 49,9462,6386,178,8021,43,24090,6784,2853,231,10020,79,19967,44057
December 2023,State Senator District 50,10356,8955,166,7944,27,27448,5105,3091,161,7857,56,16270,43718
